Account ID,Member ID,Account Type,Account Open Date,Member Age,Product ID,Post Date,Post Time,Amount,Action Type,Source Type,Transaction Description,Fraud Adjustment Indicator
8957583791,956649711,General Membership,6/5/2019,61,7.0,3/5/2025,1539,$10.00,Deposit,,,RTN PAYPAL 2/24 UNAUTH
8957583791,956649711,General Membership,6/5/2019,61,7.0,3/5/2025,1539,$14.96,Deposit,,,RTN PAYPAL 2/24 UNAUTH
9180164404,226859911,General Membership,11/29/2019,29,7.0,3/10/2025,1512,$5.00,Deposit,,,2/28 ALBERT SAVINGS RETURN-UNAUTH TRANS
9180164404,226859911,General Membership,11/29/2019,29,7.0,3/10/2025,1512,$24.00,Deposit,,,2/27 ALBERT SAVINGS RETURN-UNAUTH TRANS
9180164404,226859911,General Membership,11/29/2019,29,7.0,3/10/2025,1512,$55.99,Deposit,,,2/25 ALBERT SMART MON RETURN-UNAUTH TRANS
9180164404,226859911,General Membership,11/29/2019,29,7.0,3/10/2025,1514,$27.00,Deposit,,,2/25 ALBERT SAVINGS RETURN-UNAUTH TRANS
9180164404,226859911,General Membership,11/29/2019,29,7.0,3/10/2025,1518,$39.00,Deposit,,,2/24 ALBERT SAVINGS RETURN-UNAUTH TRANS
9180164404,226859911,General Membership,11/29/2019,29,7.0,3/10/2025,1524,$8.00,Deposit,,,3/4 ALBERT SAVINGS RETURN-UNAUTH TRANS
9180164404,226859911,General Membership,11/29/2019,29,7.0,3/10/2025,1524,$58.00,Deposit,,,3/6 ALBERT SAVINGS RETURN-UNAUTH TRANS
9180164404,226859911,General Membership,11/29/2019,29,7.0,3/12/2025,1146,$9.00,Deposit,,,3/11 ALBERT SAVINGS RETURN-UNAUTH TRANS
9180164404,226859911,General Membership,11/29/2019,29,7.0,3/12/2025,1146,$23.00,Deposit,,,3/11 ALBERT SAVINGS RETURN-UNAUTH TRANS
4283959638,575952228,General Membership,2/10/2006,54,7.0,3/13/2025,814,$375.00,Deposit,,,RTN CAPITAL ONE UNAUTH
500707724,341412979,General Membership,12/1/2015,38,7.0,3/14/2025,1443,$39.00,Deposit,,,3/14 BRIGHT MONEY RETURN-UNAUTH TRANS
4744344149,342092494,General Membership,10/30/2019,54,7.0,3/17/2025,1043,$192.00,Deposit,,,3/14 COLUMBIA GAS RETURN-UNAUTH TRANS
7638193507,920389617,General Membership,5/26/2022,37,7.0,3/18/2025,1327,$10.00,Deposit,,,RTN FD SPTSBK CASINO UNAUTH
7638193507,920389617,General Membership,5/26/2022,37,7.0,3/18/2025,1327,$10.00,Deposit,,,RTN FD SPTSBK CASINO UNAUTH
7638193507,920389617,General Membership,5/26/2022,37,7.0,3/18/2025,1327,$25.00,Deposit,,,RTN FD SPTSBK CASINO UNAUTH
7638193507,920389617,General Membership,5/26/2022,37,7.0,3/18/2025,1327,$25.00,Deposit,,,RTN FD SPTSBK CASINO UNAUTH
7638193507,920389617,General Membership,5/26/2022,37,7.0,3/18/2025,1327,$20.00,Deposit,,,RTN FD SPTSBK CASINO UNAUTH
7638193507,920389617,General Membership,5/26/2022,37,7.0,3/18/2025,1327,$20.00,Deposit,,,RTN FD SPTSBK CASINO UNAUTH
7638193507,920389617,General Membership,5/26/2022,37,7.0,3/18/2025,1327,$15.00,Deposit,,,RTN FD SPTSBK CASINO UNAUTH
7638193507,920389617,General Membership,5/26/2022,37,7.0,3/18/2025,1327,$15.00,Deposit,,,RTN FD SPTSBK CASINO UNAUTH
8753381085,862960764,General Membership,3/18/2025,38,7.0,3/20/2025,906,$500.00,Withdrawal,,,3/19 MOB RET PER FRAUD MAKER DID NOT SIGN
9688131213,922216454,General Membership,10/1/2024,20,7.0,3/26/2025,1454,"$1,000.00",Withdrawal,,,3/26 MOBILE ADJ CK#86687 RET PER FRAUD
137850609,967291590,General Membership,3/23/2020,21,7.0,3/31/2025,1314,$8.99,Deposit,,,3/28 ATLASFINANACIAL RETURN-UNAUTH TRANS
2000265075,191969425,General Membership,6/22/2023,52,7.0,4/4/2025,1228,$50.00,Deposit,,,RTN VENMO UNAUTH
1539465619,996395835,General Membership,6/28/2024,71,7.0,4/10/2025,1419,$448.58,Deposit,,,4/7 HMF RETURN-UNAUTH TRANS
1250011268,546336623,General Membership,4/8/2025,47,7.0,4/14/2025,922,$500.00,Withdrawal,,,4/12 MOB DEP ADJ-CK#4041682 RTN PER FRAUD
6069464238,334179792,General Membership,5/19/2021,17,0.0,4/15/2025,856,$500.00,Withdrawal,,,4/14 MOB DEP ADJ - RTN PER FRAUD
6069464238,334179792,General Membership,5/19/2021,17,0.0,4/15/2025,856,$500.00,Withdrawal,,,4/14 MOB DEP ADJ - RTN PER FRAUD
6069464238,334179792,General Membership,5/19/2021,17,0.0,4/15/2025,856,$500.00,Withdrawal,,,4/14 MOB DEP ADJ - RTN PER FRAUD
6069464238,334179792,General Membership,5/19/2021,17,0.0,4/15/2025,857,$500.00,Withdrawal,,,4/14 MOB DEP ADJ - RTN PER FRAUD
6069464238,334179792,General Membership,5/19/2021,17,0.0,4/15/2025,857,$500.00,Withdrawal,,,4/14 MOB DEP ADJ - RTN PER FRAUD
6069464238,334179792,General Membership,5/19/2021,17,0.0,4/15/2025,857,$500.00,Withdrawal,,,4/14 MOB DEP ADJ - RTN PER FRAUD
4791912381,494925742,General Membership,1/7/2025,45,7.0,4/16/2025,1324,"$1,890.00",Deposit,,,RTN CVNA NONREFSHIP UNAUTH
9831613886,760768830,General Membership,6/29/2022,52,7.0,4/21/2025,1420,$25.35,Deposit,,,RET 4.17 PLANET FIT-UNAUTH
9831613886,760768830,General Membership,6/29/2022,52,7.0,4/21/2025,1420,$25.35,Deposit,,,RET 4.17 PLANET FIT-UNAUTH
4791912381,494925742,General Membership,1/7/2025,45,7.0,4/24/2025,1203,"$1,800.00",Deposit,,,RTN 4.18 AMEX PAYMENT UNAUTH
336724080,268602638,General Membership,10/4/2023,24,7.0,4/24/2025,1208,$121.00,Deposit,,,RTN CHASE CREDIT CARD UNAUTH
4791912381,494925742,General Membership,1/7/2025,45,7.0,4/24/2025,1215,$200.00,Deposit,,,RTN AMERICANEXPRESS 4.10 UNAUTH
5983697494,121572888,General Membership,8/18/2022,37,7.0,4/24/2025,1236,$8.14,Deposit,,,RTN TARGET DEBIT CARD UNAUTH
5983697494,121572888,General Membership,8/18/2022,37,7.0,4/24/2025,1236,$209.89,Deposit,,,RTN TARGET DEBIT CARD UNAUTH
5983697494,121572888,General Membership,8/18/2022,37,7.0,4/24/2025,1236,$4.70,Deposit,,,RTN TARGET DEBIT CARD UNAUTH
9923360730,958255928,General Membership,7/24/2008,70,29.0,4/28/2025,1218,"$4,615.84",Deposit,,,RTN CHASE CREDIT CARD UNAUTH
4107081595,90109894,General Membership,5/25/2021,83,7.0,4/29/2025,1257,$43.43,Deposit,,,4/8 AUTOPY FORTIVAMC RETURN-UNAUTH TRANS
4791912381,494925742,General Membership,1/7/2025,45,7.0,4/29/2025,1313,$120.00,Deposit,,,4/9 AMERICANEXPRESS RETURN-UNAUTH TRANS
5161126899,680641013,General Membership,8/16/2022,36,7.0,5/9/2025,1236,$200.00,Deposit,,,RET. UNAUTH. ZELLE
8270684266,871450422,General Membership,9/21/2013,47,7.0,5/12/2025,1015,$237.98,Deposit,,,RTN MONEYLION UNAUTH
8270684266,871450422,General Membership,9/21/2013,47,7.0,5/12/2025,1015,$159.75,Deposit,,,RTN DAVE.COM UNAUTH
9180164404,226859911,General Membership,11/29/2019,29,7.0,5/13/2025,1012,$16.99,Deposit,,,5/13 ALBERT GENIUS RETURN-UNAUTH TRANS
3195791555,40830352,General Membership,1/29/2025,35,7.0,5/14/2025,958,$870.00,Deposit,,,RET. UNAUTH. ZELLE
9585963260,146835567,General Membership,1/22/1990,69,9.0,5/16/2025,814,$49.99,Deposit,,,5/1 YOU FIT ABC RETURN-UNAUTH TRANS
9585963260,146835567,General Membership,1/22/1990,69,9.0,5/16/2025,814,$24.99,Deposit,,,5/5 YOU FIT ABC RETURN-UNAUTH TRANS
9506943058,815125020,General Membership,7/16/2024,24,1.0,5/16/2025,909,$700.00,Withdrawal,,,5/15 MOB ADJ CK #19637 RET PER FRAUD
9506943058,815125020,General Membership,7/16/2024,24,1.0,5/16/2025,910,$500.00,Withdrawal,,,5/15 MOB ADJ CK #19638 RET PER FRAUD
9506943058,815125020,General Membership,7/16/2024,24,1.0,5/16/2025,911,$600.00,Withdrawal,,,5/15 MOB ADJ CK #19639 RET PER FRAUD
9506943058,815125020,General Membership,7/16/2024,24,1.0,5/16/2025,912,$500.00,Withdrawal,,,5/15 MOB ADJ CK #19640 RET PER FRAUD
9506943058,815125020,General Membership,7/16/2024,24,1.0,5/16/2025,913,$500.00,Withdrawal,,,5/15 MOB ADJ CK #19641 RET PER FRAUD
9506943058,815125020,General Membership,7/16/2024,24,1.0,5/16/2025,914,$500.00,Withdrawal,,,5/15 MOB ADJ CK #19642 RET PER FRAUD
5476059552,814843602,General Membership,3/3/2003,62,9.0,5/20/2025,1107,$207.70,Deposit,,,RTN HMEMBERBILL.COM 5/5 UNAUTH
5476059552,814843602,General Membership,3/3/2003,62,9.0,5/20/2025,1107,$207.70,Deposit,,,RTN HMEMBERBILL.COM 4/3 UNAUTH
3586100913,29293083,General Membership,9/30/2020,48,7.0,5/22/2025,1520,$8.99,Deposit,,,5/22 BRIGIT-COM RETURN-UNAUTH TRANS
6682170430,16973677,Corporation,12/10/2013,0,10.0,5/22/2025,1530,"$86,500.00",Deposit,,,5/19 SANTBK SV WEBXFR RETURN-UNAUTH TRANS
6682170430,16973677,Corporation,12/10/2013,0,10.0,5/22/2025,1530,$20.00,Deposit,,,5/14 SANTBK SV WEBXFR RETURN-UNAUTH TRANS
56891444,770931950,General Membership,2/22/2024,31,7.0,5/29/2025,854,$77.68,Deposit,,,5/28 VENMO RETURN-UNAUTH TRANS
8026531679,669275954,General Membership,4/20/2012,45,0.0,5/30/2025,1559,"$1,988.08",Deposit,,,REFUND UNAUTH. ZELLE TRANSACTION
8247936348,466734518,General Membership,8/28/1990,65,9.0,6/2/2025,1529,"$1,980.00",Deposit,,,REFUND UNAUTH. ZELLE TRANSACTIONS
7449692384,935766800,General Membership,6/29/1994,66,9.0,6/5/2025,1605,"$2,450.00",Deposit,,,5/22 SELF-HELP RETURN-UNAUTH TRANS
4430217971,954113205,General Membership,1/6/2006,64,7.0,6/6/2025,927,$979.00,Deposit,,,REFUND UNAUTHORIZE ZELLE CHARGES
6659131350,701509414,General Membership,7/7/2023,52,7.0,6/6/2025,1223,$329.22,Deposit,,,RET 5/30 G&G ENTERPRISE G AS UNAUTHORIZED
6327376510,706815935,General Membership,5/22/2020,48,7.0,6/6/2025,1454,$56.86,Deposit,,,RET 6/6 TERMINIX AS UNAUTHORIZED
5023727167,358286969,General Membership,11/24/1993,64,7.0,6/9/2025,1656,$120.56,Deposit,,,RET 6/3 DRAFT:  0000008006 AS UNAUTHORIZED
193753150,809528477,General Membership,10/9/2018,27,0.0,6/12/2025,1512,$800.00,Withdrawal,,,6/12 MOB DEP RET PER FRAUD DEPT
193753150,809528477,General Membership,10/9/2018,27,0.0,6/12/2025,1512,$500.00,Withdrawal,,,6/12 MOB DEP RET PER FRAUD DEPT
193753150,809528477,General Membership,10/9/2018,27,7.0,6/12/2025,1512,$500.00,Withdrawal,,,6/12 MOB DEP RET PER FRAUD DEPT
193753150,809528477,General Membership,10/9/2018,27,7.0,6/12/2025,1520,$600.00,Withdrawal,,,6/12 MOB DEP RET PER FRAUD DEPT
193753150,809528477,General Membership,10/9/2018,27,7.0,6/12/2025,1520,$500.00,Withdrawal,,,6/12 MOB DEP RET PER FRAUD DEPT
193753150,809528477,General Membership,10/9/2018,27,7.0,6/12/2025,1520,$500.00,Withdrawal,,,6/12 MOB DEP RET PER FRAUD DEPT
7956395855,484991693,General Membership,12/18/2024,48,7.0,6/18/2025,1124,$25.35,Deposit,,,6/17 PLANET FIT RETURN-UNAUTH TRANS
5200067747,830672931,Sole Proprietor,1/26/2015,0,10.0,6/25/2025,1359,$299.05,Deposit,,,6/9 DUQUESNE LIGHT RETURN-UNAUTH TRANS
5200067747,830672931,Sole Proprietor,1/26/2015,0,10.0,6/25/2025,1359,$377.90,Deposit,,,6/11 PITTSBRUGHWATER RETURN-UNAUTH TRANS
9180164404,226859911,General Membership,11/29/2019,29,7.0,6/27/2025,1432,$26.22,Deposit,,,6/27 FLEXSHOPPER RETURN-UNAUTH TRANS
2521785831,642047142,General Membership,4/14/2025,24,0.0,6/30/2025,1228,$500.00,Withdrawal,,,6/28 MOB DEP RETURN FRAUD
2521785831,642047142,General Membership,4/14/2025,24,0.0,6/30/2025,1228,$500.00,Withdrawal,,,6/28 MOB DEP RETURN FRAUD
2521785831,642047142,General Membership,4/14/2025,24,0.0,6/30/2025,1228,$600.00,Withdrawal,,,6/28 MOB DEP RETURN FRAUD
2521785831,642047142,General Membership,4/14/2025,24,0.0,6/30/2025,1229,$599.00,Withdrawal,,,6/28 MOB DEP RETURN FRAUD
2521785831,642047142,General Membership,4/14/2025,24,0.0,6/30/2025,1230,$510.00,Withdrawal,,,6/28 MOB DEP RETURN FRAUD
2521785831,642047142,General Membership,4/14/2025,24,0.0,6/30/2025,1230,$500.00,Withdrawal,,,6/28 MOB DEP RETURN FRAUD
7328033915,119799756,General Membership,1/20/2022,36,7.0,7/1/2025,1613,$508.29,Deposit,,,7/1 CREDITACCEPTANCE RETURN-UNAUTH TRANS
4162182067,883097493,General Membership,9/29/2022,31,0.0,7/2/2025,1455,$600.00,Withdrawal,,,7/2 MOB DEP ADJ - RETURN PER FRAUD
4162182067,883097493,General Membership,9/29/2022,31,0.0,7/2/2025,1455,$500.00,Withdrawal,,,7/2 MOB DEP ADJ - RETURN PER FRAUD
4162182067,883097493,General Membership,9/29/2022,31,0.0,7/2/2025,1455,$500.00,Withdrawal,,,7/2 MOB DEP ADJ - RETURN PER FRAUD
4162182067,883097493,General Membership,9/29/2022,31,0.0,7/2/2025,1455,$505.00,Withdrawal,,,7/2 MOB DEP ADJ - RETURN PER FRAUD
4162182067,883097493,General Membership,9/29/2022,31,0.0,7/2/2025,1455,$550.00,Withdrawal,,,7/2 MOB DEP ADJ - RETURN PER FRAUD
4162182067,883097493,General Membership,9/29/2022,31,0.0,7/2/2025,1455,$550.00,Withdrawal,,,7/2 MOB DEP ADJ - RETURN PER FRAUD
8326866414,397783026,General Membership,9/16/2016,49,7.0,7/3/2025,1114,$273.01,Deposit,,,6/23 INTUIT RETURN-UNAUTH TRANS
2976392209,535907329,General Membership,12/19/2024,26,0.0,7/3/2025,1516,$500.00,Withdrawal,,,7/3 MOBILE DEP RET FRAUD
2976392209,535907329,General Membership,12/19/2024,26,0.0,7/3/2025,1516,$500.00,Withdrawal,,,7/3 MOBILE DEP RET FRAUD
2976392209,535907329,General Membership,12/19/2024,26,0.0,7/3/2025,1516,$600.00,Withdrawal,,,7/3 MOBILE DEP RET FRAUD
2976392209,535907329,General Membership,12/19/2024,26,0.0,7/3/2025,1516,$515.00,Withdrawal,,,7/3 MOBILE DEP RET FRAUD
2976392209,535907329,General Membership,12/19/2024,26,0.0,7/3/2025,1518,$650.00,Withdrawal,,,7/3 MOBILE DEP RET FRAUD
2976392209,535907329,General Membership,12/19/2024,26,0.0,7/3/2025,1518,$510.00,Withdrawal,,,7/3 MOBILE DEP RET FRAUD
7196612546,229596131,General Membership,5/8/2025,20,0.0,7/8/2025,1510,$500.00,Withdrawal,,,7/7 MOB CK DEP RET PER FRAUD DEPT
7196612546,229596131,General Membership,5/8/2025,20,0.0,7/8/2025,1513,$500.00,Withdrawal,,,7/7 MOB CK DEP RET PER FRAUD DEPT
7196612546,229596131,General Membership,5/8/2025,20,0.0,7/8/2025,1513,$500.00,Withdrawal,,,7/7 MOB CK DEP RET PER FRAUD DEPT
7196612546,229596131,General Membership,5/8/2025,20,0.0,7/8/2025,1513,$500.00,Withdrawal,,,7/7 MOB CK DEP RET PER FRAUD DEPT
7196612546,229596131,General Membership,5/8/2025,20,0.0,7/8/2025,1514,$500.00,Withdrawal,,,7/7 MOB CK DEP RET PER FRAUD DEPT
7196612546,229596131,General Membership,5/8/2025,20,0.0,7/8/2025,1514,$500.00,Withdrawal,,,7/7 MOB CK DEP RET PER FRAUD DEPT
6327376510,706815935,General Membership,5/22/2020,48,7.0,7/9/2025,829,$56.86,Deposit,,,7/8 TERMINIX RETURN-UNAUTH TRANS
8847061587,871193870,General Membership,3/21/2008,71,0.0,7/10/2025,1144,$48.55,Deposit,,,6/3 VERIZON RETURN-UNAUTH TRANS
8847061587,871193870,General Membership,3/21/2008,71,0.0,7/10/2025,1146,$70.00,Deposit,,,6/3 SYNCHRONY RETURN-UNAUTH TRANS
8847061587,871193870,General Membership,3/21/2008,71,0.0,7/10/2025,1148,$92.00,Deposit,,,6/4 COMMENITY CARD RETURN-UNAUTH TRANS
8847061587,871193870,General Membership,3/21/2008,71,0.0,7/10/2025,1151,$59.84,Deposit,,,6/13 VECTOR SECURITY RETURN-UNAUTH TRANS
4359778599,817193903,General Membership,11/7/2024,64,7.0,7/14/2025,911,$168.80,Deposit,,,RTN PAYPAL 7/7 UNAUTH
1566264527,135248132,General Membership,1/18/2024,40,7.0,7/14/2025,912,"$1,000.00",Withdrawal,,,7/11 MOB CK DEP RET PER FRAUD DEPT
1566264527,135248132,General Membership,1/18/2024,40,0.0,7/14/2025,913,"$1,000.00",Withdrawal,,,7/11 MOB CK DEP RET PER FRAUD DEPT
1566264527,135248132,General Membership,1/18/2024,40,7.0,7/14/2025,915,$500.00,Withdrawal,,,7/12 MOB CK DEP RET PER FRAUD DEPT
1566264527,135248132,General Membership,1/18/2024,40,0.0,7/14/2025,916,$500.00,Withdrawal,,,7/12 MOB CK DEP RET PER FRAUD DEPT
8217829635,60632157,General Membership,8/8/2018,52,7.0,7/15/2025,1359,$64.83,Deposit,,,6/20 UAS RETURN-UNAUTH TRANS
8217829635,60632157,General Membership,8/8/2018,52,7.0,7/15/2025,1359,$64.83,Deposit,,,6/20 UAS RETURN-UNAUTH TRANS
8217829635,60632157,General Membership,8/8/2018,52,7.0,7/15/2025,1401,$64.83,Deposit,,,7/8 UAS RETURN-UNAUTH TRANS
7894830611,840717844,General Membership,12/9/1986,77,7.0,7/16/2025,826,$98.72,Deposit,,,"PROV CR, 163908, 6/9,FRAUD,BITTNER"
7894830611,840717844,General Membership,12/9/1986,77,7.0,7/16/2025,826,$98.72,Deposit,,,"PROV CR, 163631, 6/9,FRAUD,BITTNER"
971996584,134778711,General Membership,6/5/2000,43,7.0,7/16/2025,1310,$41.98,Deposit,,,6/24 FIRST ENERGY RETURN-UNAUTH TRANS
500707724,341412979,General Membership,12/1/2015,38,7.0,7/17/2025,1342,$6.50,Deposit,,,7/16 GRID RETURN-UNAUTH TRANS
2733191506,765134905,General Membership,2/13/1998,58,7,7/23/2025,901,$399.69,Deposit,,,7/23 VERIZON WIRELESS RETURN-UNAUTH TRANS
9273707524,219676018,General Membership,8/21/2017,36,7,7/23/2025,906,$15.00,Deposit,,,7/17 PLANET FITNESS W RETURN-UNAUTH TRANS
500029168,420771788,Non Profit,9/1/2011,0,10,7/24/2025,1019,$94.99,Deposit,,,RTN TOP GAMES INC. UNAUTH 6/11
500029168,420771788,Non Profit,9/1/2011,0,10,7/24/2025,1019,$94.99,Deposit,,,RTN TOP GAMES INC. UNAUTH 7/10
500029168,420771788,Non Profit,9/1/2011,0,10,7/24/2025,1019,$94.99,Deposit,,,RTN TOP GAMES INC. UNAUTH 7/10
500029168,420771788,Non Profit,9/1/2011,0,10,7/24/2025,1019,$94.99,Deposit,,,RTN TOP GAMES INC. UNAUTH 7/8
500029168,420771788,Non Profit,9/1/2011,0,10,7/24/2025,1019,$94.99,Deposit,,,RTN TOP GAMES INC. UNAUTH 7/8
500029168,420771788,Non Profit,9/1/2011,0,10,7/24/2025,1019,$4.74,Deposit,,,RTN TOP GAMES INC. UNAUTH 6/2
500029168,420771788,Non Profit,9/1/2011,0,10,7/24/2025,1019,$9.49,Deposit,,,RTN TOP GAMES INC. UNAUTH 6/3
500029168,420771788,Non Profit,9/1/2011,0,10,7/24/2025,1019,$9.49,Deposit,,,RTN TOP GAMES INC. UNAUTH 6/3
500029168,420771788,Non Profit,9/1/2011,0,10,7/24/2025,1019,$94.99,Deposit,,,RTN TOP GAMES INC. UNAUTH 6/30
500029168,420771788,Non Profit,9/1/2011,0,10,7/24/2025,1019,$94.99,Deposit,,,RTN TOP GAMES INC. UNAUTH 6/10
500029168,420771788,Non Profit,9/1/2011,0,10,7/24/2025,1019,$94.99,Deposit,,,RTN TOP GAMES INC. UNAUTH 6/20
500029168,420771788,Non Profit,9/1/2011,0,10,7/24/2025,1019,$94.99,Deposit,,,RTN TOP GAMES INC. UNAUTH 6/20
500029168,420771788,Non Profit,9/1/2011,0,10,7/24/2025,1019,$94.99,Deposit,,,RTN TOP GAMES INC. UNAUTH 6/9
500029168,420771788,Non Profit,9/1/2011,0,10,7/24/2025,1019,$94.99,Deposit,,,RTN TOP GAMES INC. UNAUTH 7/9
500029168,420771788,Non Profit,9/1/2011,0,10,7/24/2025,1019,$94.99,Deposit,,,RTN TOP GAMES INC. UNAUTH 7/9
1981650619,108390021,General Membership,11/17/2000,47,7,7/28/2025,1338,"$1,000.00",Withdrawal,,,7/26 MOB DEP ADJ - RTN PER FRAUD
1981650619,108390021,General Membership,11/17/2000,47,7,7/28/2025,1344,"$1,000.00",Withdrawal,,,7/25 MOB DEP ADJ - RTN PER FRAUD
1981650619,108390021,General Membership,11/17/2000,47,7,7/28/2025,1345,$400.00,Withdrawal,,,7/25 MOB DEP ADJ - RTN PER FRAUD
1981650619,108390021,General Membership,11/17/2000,47,7,7/28/2025,1349,"$1,000.00",Withdrawal,,,7/26 MOB DEP ADJ - RTN PER FRAUD
1981650619,108390021,General Membership,11/17/2000,47,7,7/28/2025,1349,"$1,000.00",Withdrawal,,,7/26 MOB DEP ADJ - RTN PER FRAUD
1981650619,108390021,General Membership,11/17/2000,47,7,7/28/2025,1349,"$1,000.00",Withdrawal,,,7/26 MOB DEP ADJ - RTN PER FRAUD
8631775340,463395805,General Membership,10/7/2021,22,7,7/29/2025,1500,$451.81,Withdrawal,,,7/28 MOB DEP RETURN FRAUD
8631775340,463395805,General Membership,10/7/2021,22,7,7/29/2025,1500,$450.47,Withdrawal,,,7/28 MOB DEP RETURN FRAUD
8631775340,463395805,General Membership,10/7/2021,22,7,7/29/2025,1500,$450.81,Withdrawal,,,7/28 MOB DEP RETURN FRAUD
8631775340,463395805,General Membership,10/7/2021,22,7,7/29/2025,1500,$451.83,Withdrawal,,,7/28 MOB DEP RETURN FRAUD
8178050197,681623664,General Membership,7/12/1990,65,9,7/31/2025,928,"$4,800.00",Deposit,,,CHECK 02 RETURN-FRAUDULENT CHECK
3289136094,648616164,General Membership,4/9/2025,36,7,7/31/2025,1512,$79.00,Deposit,,,7/9 EMPOWER RETURN-UNAUTH TRANS
8178050197,681623664,General Membership,7/12/1990,65,9,8/1/2025,1432,$300.00,Deposit,,,8/1 CAPITAL ONE RETURN-UNAUTH TRANS
8178050197,681623664,General Membership,7/12/1990,65,9,8/1/2025,1436,$300.00,Deposit,,,8/1 CREDIT ONE BANK RETURN-UNAUTH TRANS
8178050197,681623664,General Membership,7/12/1990,65,9,8/1/2025,1436,$300.00,Deposit,,,8/1 TOTAL CARD GT RETURN-UNAUTH TRANS
7030933127,445628277,General Membership,8/24/2010,45,9,8/4/2025,1118,$692.21,Deposit,,,8/1 ALLY RETURN-UNAUTH TRANS
3278730423,923029066,General Membership,11/5/2024,58,7,8/4/2025,1318,$142.10,Deposit,,,RTN COMCAST-XFINITY UNAUTH
3328178906,420453360,General Membership,9/1/2018,23,7,8/5/2025,1203,$434.00,Deposit,,,RTN BRIDGECREST UNAUTH
7586578042,509441213,General Membership,1/15/2016,45,7,8/5/2025,1601,$211.74,Deposit,,,RTN VERIZON WIRELESS UNAUTH
5259087224,301862865,General Membership,6/20/2025,24,0,8/6/2025,1010,$500.00,Withdrawal,,,8/5 MOB DEP ADJ - RETURN PER FRAUD
5259087224,301862865,General Membership,6/20/2025,24,0,8/6/2025,1011,$500.00,Withdrawal,,,8/5 MOB DEP ADJ - RETURN PER FRAUD
5259087224,301862865,General Membership,6/20/2025,24,0,8/6/2025,1012,$500.00,Withdrawal,,,8/5 MOB DEP ADJ - RETURN PER FRAUD
5259087224,301862865,General Membership,6/20/2025,24,0,8/6/2025,1013,$500.00,Withdrawal,,,8/5 MOB DEP ADJ - RETURN PER FRAUD
5259087224,301862865,General Membership,6/20/2025,24,0,8/6/2025,1013,$500.00,Withdrawal,,,8/5 MOB DEP ADJ - RETURN PER FRAUD
5259087224,301862865,General Membership,6/20/2025,24,0,8/6/2025,1014,$500.00,Withdrawal,,,8/5 MOB DEP ADJ - RETURN PER FRAUD
6819064851,93974671,General Membership,9/14/2022,23,0,8/11/2025,1149,$500.00,Withdrawal,,,08/09 MOB DEP ADJ - RTN PER FRAUD
6819064851,93974671,General Membership,9/14/2022,23,0,8/11/2025,1149,$500.00,Withdrawal,,,08/09 MOB DEP ADJ - RTN PER FRAUD
6819064851,93974671,General Membership,9/14/2022,23,0,8/11/2025,1149,$500.00,Withdrawal,,,08/09 MOB DEP ADJ - RTN PER FRAUD
6819064851,93974671,General Membership,9/14/2022,23,0,8/11/2025,1151,$500.00,Withdrawal,,,08/09 MOB DEP ADJ - RTN PER FRAUD
6819064851,93974671,General Membership,9/14/2022,23,0,8/11/2025,1151,$500.00,Withdrawal,,,08/09 MOB DEP ADJ - RTN PER FRAUD
6819064851,93974671,General Membership,9/14/2022,23,0,8/11/2025,1151,$500.00,Withdrawal,,,08/09 MOB DEP ADJ - RTN PER FRAUD
8400371441,233176374,General Membership,3/7/1984,79,9,8/12/2025,1434,$500.00,Deposit,,,REF. UNAUTH. ZELLE
8570500297,463663645,General Membership,12/3/1985,67,9,8/14/2025,1249,"$1,683.00",Withdrawal,,,RTN SOCIAL SECURITY 5/30 UNAUTH
8570500297,463663645,General Membership,12/3/1985,67,9,8/14/2025,1249,"$1,683.00",Withdrawal,,,RTN SOCIAL SECURITY 7/1 UNAUTH
8570500297,463663645,General Membership,12/3/1985,67,9,8/14/2025,1249,"$1,683.00",Withdrawal,,,RTN SOCIAL SECURITY 7/30 UNAUTH
4270057421,79610585,General Membership,7/15/1969,78,9,8/19/2025,1145,$152.39,Deposit,,,RTN MEPCO 7/17 UNAUTH
4270057421,79610585,General Membership,7/15/1969,78,9,8/19/2025,1145,$152.39,Deposit,,,RTN MEPCO 8/18 UNAUTH
7677168157,463600787,General Membership,8/22/2018,36,7,8/19/2025,1510,$27.22,Deposit,,,RTN PF JACKSONVILLE UNAUTH
7839146371,544666148,General Membership,9/16/2016,34,7,8/21/2025,837,$171.00,Deposit,,,8/21 DISCOVER RETURN-UNAUTH TRANS
5601617194,47111066,General Membership,10/25/2022,37,7,8/22/2025,1217,$75.00,Deposit,,,8/22 MASTERCARD RETURN-UNAUTH TRANS
89413929,703195926,General Membership,12/15/2022,22,0,8/29/2025,1011,$500.00,Withdrawal,,,08/28 MOB DEP RET PER FRAUD DEPT
89413929,703195926,General Membership,12/15/2022,22,0,8/29/2025,1011,$500.00,Withdrawal,,,08/28 MOB DEP RET PER FRAUD DEPT
89413929,703195926,General Membership,12/15/2022,22,0,8/29/2025,1012,$500.00,Withdrawal,,,08/28 MOB DEP RET PER FRAUD DEPT
89413929,703195926,General Membership,12/15/2022,22,0,8/29/2025,1013,$500.00,Withdrawal,,,08/28 MOB DEP RET PER FRAUD DEPT
